im,gona,wana,dont,realy,cus,gota,coz,tomorow,whos,ther,outa,tonite,finaly,tis,il,tomarrow,stil,welp,somthing
news,feed,fox,breaking,heard,flash,bbc,local,channel,story,report,cnn,media,newspaper,latest,article,daily,shocking,sports,reports
tomorrow,school,start,ready,classes,excited,starting,orientation,summer,wednesday,college,tuesday,nervous,kindergarten,internship,psyched,volunteering,,,
voice,hear,hearing,heard,amaze,talk,sound,sounds,listen,losing,cease,voices,tone,calling,annoying,telling,loosing,sounded,sounding,deaf
fish,fishing,caught,sea,tank,swimming,catch,water,shark,chips,plenty,feed,swim,sharks,aquarium,pond,drown,bowl,tuna,fry
lol,jk,lmao,idk,funn,lmfao,lolz,kidding,ily,hahahahaha,sorta,rofl,ewww,kool,hahahahahaha,hmmmmmm,creeper,,,
god,prayer,pray,prayers,family,daughter,fb,post,bless,answered,stage,praying,chain,king,answers,friend's,cancer,diagnosed,asked,needed
home,work,ready,hubby,bed,relax,dinner,shower,relaxing,heading,nap,early,chill,supper,snuggle,cuddle,tanning,pj's,buds,
baby,girl,poor,missin,lonely,ooh,ohh,firework,ohhh,teenage,crying,twas,gurl,darling,noo,doll,ohhhh,beware,babys,bump
sleep,slept,woke,hours,morning,till,bed,pm,yesterday,sleeping,til,stayed,nap,hrs,noon,haven't,afternoon,8:00,midnight,barely
empty,half,fill,full,glass,blank,filled,space,void,gap,cup,hollow,filling,spaces,handed,pockets,scratch,shell,emptiness,promises
fuckin,fuck,shit,ass,bitch,pissed,bitches,bullshit,wtf,fucked,outta,fuckers,piss,fucker,goddamn,retarded,shitty,effin,amazin,dumbass
ir,su,est,ar,ne,sum,ego,bet,gal,ad,pro,dar,ut,jo,ant,nos,latin,kai,cum,amor
tomorrow,day,today,work,hoping,forward,it'll,dreading,technically,,,,,,,,,,,
happy,birthday,wishing,sister,years,wonderful,st,daughter,nephew,brother,son,turns,niece,special,celebrate,sis,darling,oldest,mommy,celebrating
type,eyes,put,closed,nose,typing,elbow,erase,keyboard,swear,answers,delete,mistakes,mistake,explain,typed,lick,slam,caps,barely
start,directions,end,china,google,point,location,type,maps,direction,route,japan,map,laugh,opposite,step,exact,gps,destination,laughing
mass,effect,full,starting,hah,wonders,hmm,destruction,usual,butterfly,ahhh,murder,weapon,basically,sort,dramatic,weapons,literally,forced,operation
truck,hit,drive,car,driving,load,pick,trailer,trucks,stuck,jeep,loading,dump,redneck,semi,mud,drove,ran,loaded,monster
alot,fun,wow,didnt,helped,tho,accomplished,definately,alittle,explains,begining,lastnight,,,,,,,,
ap,test,homework,history,bio,exam,english,hw,studying,study,finished,chem,essay,math,lit,review,physics,psych,notes,project
means,doesn't,decided,perfect,alot,you've,imperfections,simply,letting,worries,phrase,philosophy,passing,forgetting,accepting,everything's,basically,unbelievable,justify,motto
attitude,effort,problems,problem,worth,positive,ability,deal,annoy,mental,personality,circumstances,solve,capable,difference,shows,situation,depends,impress,catching
home,stay,nursing,stuck,stayed,staying,decided,parents,hospital,overnight,bringing,headed,stayin,debating,pjs,homes,daddy's,,,
pain,heal,wounds,scars,scar,hurt,wound,leaves,heals,healing,bleeding,healed,heartache,deep,steal,remind,cuts,bleed,battle,wounded
nose,cold,allergies,sneezing,coughing,running,bloody,stuffy,breathe,bleed,blow,headache,stuffed,bleeding,sneeze,blocked,fever,itchy,blowing,picking
i'm,i've,yeah,thrilled,wanting,faded,psyched,doomed,,,,,,,,,,,,
feels,solid,walker,clay,gear,metal,boss,excitement,snake,liquid,hunt,comming,code,stalker,built,register,compete,victim,rising,patriots
vegas,las,trip,casino,leaving,cali,bound,stays,woohoo,viva,california,desert,strip,hangover,arizona,stoked,booked,utah,sd,hollywood
i've,heard,haven't,you've,years,noticed,met,decided,figured,case,havent,awhile,ages,clue,recently,hasn't,realized,forgotten,apparently,looked
wow,lol,crazy,lo,omg,ppl,didnt,messed,realized,literally,wierd,o.o,shocked,jeez,craziest,lmfao,wasnt,jess,comming,tripping
fight,ufc,fights,anderson,fighter,round,ultimate,champion,knocked,wins,champ,shane,jones,title,evans,jon,cooper,rounds,ftw,boxing
proud,choice,perfect,beautiful,pretend,body,clash,titans,walk,owner,past,sexiest,someone's,everyone's,anyones,anyone's,teen,pleased,everyones,everybody's
good,ol,feels,ahh,fashioned,reminds,ole,plain,dayz,pal,definately,rubbish,pals,,,,,,,
easy,it's,hard,difficult,worth,isn't,simple,task,worthy,impossible,challenging,easily,recognize,challenge,someone's,fairly,ridiculously,takin,tease,surprisingly
scott,world,awesome,pilgrim,michael,epic,ftw,amazin,walker,awesomeness,brooke,owns,agrees,francis,summers,knives,,,,
wedding,married,royal,congrats,planning,reception,dress,congratulations,ring,bride,engagement,ceremony,cousin,engaged,maid,cousin's,sister's,dresses,rehearsal,marry
life,makes,interesting,fun,living,week,worth,son,blessing,daughter,copy,paste,sister,lap,sons,generally,daughters,meaningful,challenges,names
made,glad,ace,lord,rejoice,whew,tot,base,hath,cakes,,,,,,,,,,
school,tomorrow,closed,schools,snow,kids,cancelled,district,cancel,canceled,county,delay,tomorow,school's,due,supplies,grad,public,buses,website
i've,missed,decided,felt,times,realized,lost,fallen,entire,awhile,managed,conclusion,failed,shown,beaten,career,thee,wanting,trusted,searching
jack,johnson,captain,willy,box,frost,bottle,hill,sally,jim,cracker,coke,daniel,russell,tacos,hook,pill,titanic,wagon,pal
george,ck,bush,washington,lucas,lopez,quote,sh,curious,general,fred,president,electricity,source,mason,ford,bastard,jungle,confidence,beds
mah,meh,teh,gots,ish,gawd,lolz,ima,imma,wif,iz,babe,^_^,>.<,tis,d:,;d,o.o,yah,^.^
eclipse,midnight,twilight,watch,moon,showing,movie,lunar,zone,total,hp,saga,snack,trailer,premiere,theater,dawn,marathon,breaking,transformers
home,back,finally,hospital,brought,glad,coming,visit,visiting,headed,visits,resting,,,,,,,,
make,option,priority,happiest,allowing,necessarily,refuse,wrongs,options,personally,treats,priorities,resort,,,,,,,
hot,chocolate,cocoa,dogs,mess,topic,coco,chili,drinking,tub,peppers,springs,sweaty,humid,chilli,sauce,pocket,pockets,sticky,rod
:d,dd,;d,ddd,>:d,d:,8d,ftw,yayyy,yayyyy,yayy,yaaay,logged,woooooo,woooo,rofl,^.^,yess,,
food,chinese,restaurant,mexican,dinner,eat,eating,thai,lunch,ate,indian,japanese,asian,buffet,italian,china,yummy,korean,sushi,delicious
weight,lose,lost,pounds,gain,lbs,gained,loss,loose,losing,diet,fat,pound,weigh,goal,scale,total,exercise,heavy,beginning
idea,good,bad,thought,sounds,decided,brilliant,wasn't,wasnt,sounded,genius,concept,nooo,brightest,cities,noooo,clever,smartest,it'd,forgets
great,friends,family,time,weekend,wonderful,spend,spent,visiting,spending,catching,hanging,reunion,fam,fabulous,extended,tp,,,
strength,overcome,faith,challenges,strong,trials,courage,obstacles,stronger,power,peace,endure,struggle,struggles,greater,problems,weakness,facing,difficulties,surrender
week,days,work,school,weeks,starting,till,yay,holiday,holidays,half,wednesday,schedule,stressful,hectic,yikes,yippee,craziness,untill,yipee
idiot,loser,biggest,complete,total,losers,thinks,idiots,jerk,winner,asshole,moron,bunch,retard,dumbass,winners,bigger,pathetic,absolute,crush
bt,dat,ur,wen,nt,lyf,lyk,luv,dnt,dis,cn,wid,sum,dey,hav,knw,hv,jst,wat,tym
completely,totally,absolutely,exhausted,utterly,forgot,ruined,destroyed,fucked,screwed,amazed,completly,disgusted,shattered,shocked,fed,entire,clueless,satisfied,wrecked
thought,heaven,silence,yesterday,speak,memories,hear,frame,part,picture,voice,memory,arms,repost,keeping,re-post,tough,holidays,fatal,telephone
japan,earthquake,tsunami,pray,affected,disaster,hawaii,prayers,hurricane,praying,haiti,japanese,natural,earthquakes,victims,flood,tokyo,pacific,damage,chile
tv,player,dvd,screen,bought,inch,cd,computer,flat,laptop,set,hd,ps,record,cable,hooked,monitor,sony,borrow,sound
human,beings,nature,spiritual,experience,compassion,sense,existence,reality,universe,humans,physical,divine,individual,humanity,lama,understanding,spirit,create,natural
haha,;d,ahaha,:d,aha,(:,lolz,:p,;),lmao,ahahaha,hahaha,hah,hahah,lmfao,funn,xp,;p,btw,ahh
focus,desperate,real,distracted,easily,distraction,concentrate,focused,keeping,atlanta,focusing,atl,hopeless,attempt,obsession,depend,unable,nyc,ford,shiny
back,iam,track,table,rewind,life's,cars,tommorrow,cable,lifes,yippee,remeber,,,,,,,,
kiss,touch,lips,eyes,hold,hand,kissed,mine,taste,soft,cheek,warm,breath,kissing,skin,arms,smiles,kisses,hugs,beauty
heat,hot,degrees,weather,cold,ac,summer,degree,temperature,cool,wave,humidity,temp,hotter,air,sweating,sweat,freezing,cooler,humid
shake,hands,shaking,booty,move,shakes,fist,steak,drop,floor,bend,knees,loose,shook,hips,bake,push,earthquake,wipe,rockin
dj,party,free,club,drinks,pm,drink,lounge,ladies,bar,vip,guest,entry,event,cover,tonite,bash,midnight,entertainment,hottest
kisses,hugs,calls,guy,beautiful,hang,thinks,lucky,constantly,turns,holds,cares,reminding,front,awake,lie,forehead,stars,makeup,hug
meant,things,thought,happen,guess,wasn't,knew,wanted,aren't,ment,supposed,naturally,weren't,oops,wasnt,expect,assume,realizing,suppose,somethings
energy,drink,drinks,full,coffee,monster,feelin,gettin,poppin,hyper,bottles,blizzard,caffeine,boost,pack,redbull,drained,hr,rockstar,drain
left,days,side,speechless,handed,dead,longest,undone,building,somethings,leaves,abandoned,stranded,deeds,elvis,locker,exit,,,
yep,yup,that's,guess,yeah,officially,nope,hmm,definately,basically,typical,guessed,def,ummm,,,,,,
boom,beard,shave,mustache,ronnie,james,grow,shaved,legs,corey,eyebrows,cherry,chin,november,growing,haircut,shaving,boo,rip,dynamite
goodbye,miss,farewell,leaving,meet,bid,goodbyes,kiss,wave,lover,painful,bittersweet,fond,lovers,hopeless,waving,heartache,beloved,alas,romance
:),smiles,,,,,,,,,,,,,,,,,,
i've,years,changed,past,haven't,months,we've,times,found,you've,realized,hasn't,met,lived,moved,they've,grown,worked,knew,stopped
meeting,conference,staff,student,council,meetings,board,attend,group,center,members,students,youth,leadership,convention,library,national,attending,international,seminar
things,life,realize,matter,granted,perspective,grateful,enjoy,kindness,important,thankful,material,small,simple,puts,everyday,fyi,precious,reminded,struggling
lost,game,i've,voice,completely,pounds,wander,track,translation,gps,interest,wandering,wallet,paradise,tooth,gained,directions,symbol,cost,plot
march,month,june,august,st,madness,july,coming,end,april,starting,february,beware,months,feb,hurry,september,january,method,mid
india,match,cricket,team,pakistan,win,indian,cup,won,england,pak,australia,runs,indians,mumbai,victory,century,performance,wins,matches
rule,rules,world,break,follow,exception,golden,fair,obey,allowed,apply,breaking,refer,anytime,tall,laws,general,life's,flooding,bend
teachers,school,students,teaching,student,kids,teacher,parents,education,classroom,teach,college,exchange,schools,honor,paid,order,ca,jobs,pink
longer,stay,minute,bit,seconds,expected,lasted,decided,lose,stayed,angry,shorter,weekends,upset,harder,teenager,lasts,allowed,eventually,it'll
love,affair,,,,,,,,,,,,,,,,,,
close,eyes,things,heart,dream,kiss,cry,everytime,greater,drift,imagine,pretend,temporary,burning,closing,fee,distant,believing,breathing,eternal
kinda,sad,sorta,sucks,bummed,feelin,sucked,lame,upset,depressing,pissed,tho,scary,disappointed,depressed,messed,liking,atleast,dunno, =/
peter,pan,superman,batman,griffin,clark,brian,susan,hears,kay,covers,lane,parker,andrew,powers,meg,hook,cape,returns,steel
bed,tired,ready,sleep,laying,shower,crawl,goodnight,exhausted,bath,layin,outta,sleepy,cuddle,curl,heading,tanning,snuggle,comfy,pooped
finally,ahh,ish,starting,hah,omg,ahhhh,workin,heck,friggin,fm,ahhhhhh,correction,dam,finaly,snowed,alll,tomorow,eff,sighs
james,rick,bond,miami,ross,jessie,wade,lebron,cameron,rolled,chris,giant,dean,heat,blunt,cleveland,csi,jesse,madison,peach
xd,:\,,,,,,,,,,,,,,,,,,
forgive,forget,remember,laugh,short,regret,forgiveness,hurt,quickly,learn,slowly,enemies,kiss,mistakes,apologize,rules,forgiven,ignore,chances,forgiving
moving,stuff,packing,move,house,boxes,moved,place,apartment,unpacking,cleaning,furniture,pack,storage,packed,helping,apt,movin,unit,settled
classes,semester,class,college,schedule,summer,registered,taking,online,fall,register,spring,officially,signed,credits,graduate,quarter,courses,registration,books
words,actions,speak,thoughts,describe,express,character,louder,habits,word,silence,spoken,wisdom,action,explain,speaks,destiny,feelings,speaking,encouragement
em,gee,hook,shoot,firework,gig,barely,killin,horns,shove,push,comin,knock,colors,chase,burst,chills,fuzzy,fold,backs
can't,anymore,don't,stand,handle,bothered,won't,complain,deal,explain,figure,afford,properly,cope,careful,resist,replaced,,,
black,friday,ops,rebecca,shopping,cod,duty,hole,op,ps,holes,walmart,playin,berry,deals,zombies,sales,pre,campaign,wal-mart
dont,somthing,belive,ill,wont,realy,ther,didnt,ive,untill,iv,ment,isnt,happend,fucked,wasnt,dose,completly,wouldnt,couldnt
pie,apple,pumpkin,apples,making,pies,cider,cherry,picking,peach,cheesecake,pi,homemade,baking,caramel,crisp,sweetie,blackberry,delicious,lemon
dont,wanna,talk,leave,anymore,cuz,mess,bothered,cus,ughh, ='(,,,,,,,,,
open,door,doors,window,windows,close,closed,mic,opening,opened,closing,shut,bedroom,locked,curtains,opens,closes,bust,crack,wide
kill,kills,killed,murder,killing,die,swear,dead,alive,boredom,thrill,murdered,torture,destroy,shoot,buzz,illegal,hunt,axe,brutal
kids,parents,kid,babysitting,babies,babysit,spoiled,rotten,bunch,hubby,spoil,screaming,fed,cutest,adorable,dads,oldest,they'll,nephew,parent
facebook,settings,privacy,instant,account,websites,setting,automatically,set,called,personalization,data,edit,shares,click,sharing,information,btw,applications,screen
should've,thought,didn't,could've,knew,wasn't,stayed,would've,shoulda,told,coulda,wanted,believed,woulda,couldn't,longer,earlier,happened,brought,showed
year,olds,older,age,born,dates,experience,figure,unusual,digits,equal,leap,gap,wiser,twelve,freaky,eleven,upcoming,sixteen,entering
turning,there's,turn,calling,putting,destiny,leaf,wheels,doubt,jealousy,yucky,picks,dirt,cuts,greed,oddly,,,,
made,mistake,make,big,huge,making,mess,biggest,^_^,difference,decision,impact,muah,weakness,correct,correction,neat,:o),somebody's,illusion
>:,stupid,hate,grrr,pissed,ugh,freaking,frustrated,>:(,grrrr,grr,mad,freakin,annoyed,frustrating,annoying,grrrrr,wont,irritated,grrrrrr
love,gotta,thunderstorms,,,,,,,,,,,,,,,,,
yeah,buddy,ohh,ohhh,yea,ohhhh,yeahh,yeahhh,awww,cuddle,ohhhhh,awwww,aww,uhh,goodness,hahahah,snap,rollin,uhhh,boi
dying,boredom,die,live,inside,gotta,we're,living,turn,crying,chance,kills,save,dieing,throw,smiling,seconds,regretting,strikes,literally
butter,peanut,jelly,eating,sandwich,bread,beans,chocolate,crackers,toast,ate,jam,jar,honey,cookies,bean,graham,sandwiches,taste,cups
barn,friend,raising,chicken,read,click,farmville,terms,offensive,helped,chickens,site,bigger,service,lend,attention,notification,helping,reported,virus
haha,sat,flipping,:\,flags,-_-,uhhh,liking,messy,haven,urgh,torture,tommorrow,ftw,personally,:o),yawn,tool,magical,minus
mind,thoughts,blown,clear,blow,state,what's,whats,blew,wouldn't,blowing,blows,changed,blank,racing,ease,inception,wandering,wander,tricks
rise,sun,fall,shine,ashes,meet,fields,phoenix,wind,we'll,lions,strawberry,grind,soft,rising,occasion,rains,shadows,seasons,refuse
pretty,cool,awesome,thinks,kinda,legit,badass,neat,sounds,swell,darn,hiccups,admit,basically,ipad,wardrobe,,,,
time,long,nice,harris,fu,japanese,hook,chi,mei,mitchell,,,,,,,,,,
watch,movie,gonna,movies,sit,tv,relax,lay,eat,couch,cuddle,chill,bout,snuggle,curl,cartoons,popcorn,hubby,forced,dvd
i'm,addicted,officially,obsessed,totally,hooked,admit,trouble,addict,addiction,tumblr,obsession,offically,ridiculously,sims,adore,addicting,thrill,slipping,rehab
weekend,forward,long,week,great,relaxing,spending,plans,tgif,recover,eventful,recovering,productive,enjoying,exhausting,enjoyable,foward,extended,looong,festivities
game,football,beat,tigers,auburn,win,alabama,state,sec,texas,team,florida,fans,won,championship,bowl,oregon,national,tennessee,wins
game,yankees,win,giants,series,rangers,baseball,sox,won,twins,season,fans,fan,texas,opening,yankee,winning,tigers,boston,stadium
special,children,leave,week,hour,accepted,post,education,request,kids,unique,honor,sick,aren't,gross,learn,situation,contagious,differently,faced
concert,tour,bands,tickets,band,pit,paramore,crowd,disturbed,muse,rocked,stage,concerts,grace,blink,cd,fest,august,stoked,october
strong,weak,makes,stay,strength,giving,means,letting,holding,knees,choice,knowing,stronger,wanting,weakness,ashamed,forgiveness,forgive,comfortable,including
bed,lay,sleep,head,tired,rest,bout,laying,lying,wake,sleepy,awake,pillow,laid,layin,cuddle,awhile,picking,tone,prolly
area,seattle,portland,downtown,city,visit,town,heading,oregon,chicago,places,surrounding,areas,center,maine,visiting,denver,washington,tour,detroit
win,won,contest,prize,lottery,winner,winning,competition,entered,ticket,wins,winners,vote,chance,tickets,enter,numbers,scratch,draw,bingo
)=,cute,i'd,date,kiss,rate,funny,smart,random,tough,marry,attractive,hug,ugly,chill,scared,fit,stranger,(8,jerk
pick,drop,picking,airport,waiting,dropped,picked,dropping,line,floor,headed,picks,nose,lines,walmart,jaw,i'ma,pace,fights,draft
day,happy,valentines,independence,valentine's,pi,celebrate,celebrating,advance,veterans,republic,indians,,,,,,,,
